SLID,NAME,CONTACT NO,SHORT NAME,ESTABLISHED YEAR,REGISTRATION NO,PHARMACY TYPE,PHARMACY CATEGORY,PROPREITOR NAME,PROPREITOR CONTACT NO,PROPREITOR EMAIL ID,PROPREITOR ADDRESS,CHEMIST TYPE,CHEMISTRATING,BRANCH DRUG LICENSE NO,BRANCH VAT,BRANCH CST,BRANCH TIN REGIS NO,CHEMIST NAME,STATION,BRANCH ADDRESS LINE 1,BRANCH ADDRESS LINE 2,BRANCH ADDRESS LINE 3,BRANCH CITY,BRANCH STATE,COUNTRY,BRANCH MOBILE NO,BRANCH LANDLINE NO,BRANCH FAX NO,BRANCH WEBSITE,BRANCH BUISNESS POTENTIAL,BRANCH SHIPPING ADDRESS LINE 1,BRANCH SHIPPING ADDRESS LINE 2,BRANCH SHIPPING ADDRESS LINE 3,BRANCH SHIPPING CITY,BRANCH SHIPPING STATE,BRANCH SHIPPING COUNTRY,BRANCH SHIPPING MOBILE NO,BRANCH SHIPPING LANDLINE NO,BRANCH BEST TIME FROM,BRANCH BEST TIME TO,BRANCH WORK TIMINGS DAYS,BRANCH WORK TIMINGS FROM,BRANCH WORK TIMINGS TO,BRANCH FREQUENCY TYPE,BRANCH FREQUENCY CALL,Lat,Long
CHL-130,SAI BALAJI MEDICAL,,SBM,,,,,,,,,,,,,,,,Manikonda,,,,Hyderabad,Telangana,India,,,,,,,,,,,,,,,,,,,Monthly,2,17.4023796,78.3728538
CHL-131,CARE PLUSE MEDICAL,,CPM,,,,,,,,,,,,,,,,Manikonda,,,,Hyderabad,Telangana,India,,,,,,,,,,,,,,,,,,,Monthly,2,17.4023796,78.3728538
CHL-132,APPOLLO FARMACY,,AF,,,,,,,,,,,,,,,,Manikonda,,,,Hyderabad,Telangana,India,,,,,,,,,,,,,,,,,,,Monthly,2,17.4023796,78.3728538
CHL-133,MEDPLUSE FARMCY,,MF,,,,,,,,,,,,,,,,Manikonda,,,,Hyderabad,Telangana,India,,,,,,,,,,,,,,,,,,,Monthly,2,17.4023796,78.3728538
CHL-134,PEAPLE FARMACY ,,PF,,,,,,,,,,,,,,,,Manikonda,,,,Hyderabad,Telangana,India,,,,,,,,,,,,,,,,,,,Monthly,2,17.4023796,78.3728538
CHL-135,LAXMI MEDICAL,,LM,,,,,,,,,,,,,,,,Darga,,,,Hyderabad,Telangana,India,,,,,,,,,,,,,,,,,,,Monthly,2,17.38754,78.467087
CHL-136,VALUE FARMACY,,VF,,,,,,,,,,,,,,,,Darga,,,,Hyderabad,Telangana,India,,,,,,,,,,,,,,,,,,,Monthly,2,17.38754,78.467087
CHL-137,UDAY MEDICAL,,UM,,,,,,,,,,,,,,,,Darga,,,,Hyderabad,Telangana,India,,,,,,,,,,,,,,,,,,,Monthly,2,17.38754,78.467087
CHL-138,REDDY MEDICAL,,RM,,,,,,,,,,,,,,,,Darga,,,,Hyderabad,Telangana,India,,,,,,,,,,,,,,,,,,,Monthly,2,17.38754,78.467087
CHL-139,RAMU MEDICAL ,,RM,,,,,,,,,,,,,,,,Darga,,,,Hyderabad,Telangana,India,,,,,,,,,,,,,,,,,,,Monthly,2,17.38754,78.467087
CHL-140,APPOLLO FARMACY,,AF,,,,,,,,,,,,,,,,Darga,,,,Hyderabad,Telangana,India,,,,,,,,,,,,,,,,,,,Monthly,2,17.38754,78.467087
CHL-141,MEDPLUSE FARMCY,,MF,,,,,,,,,,,,,,,,Darga,,,,Hyderabad,Telangana,India,,,,,,,,,,,,,,,,,,,Monthly,2,17.38754,78.467087
CHL-142,PEAPLE FARMACY ,,PF,,,,,,,,,,,,,,,,Darga,,,,Hyderabad,Telangana,India,,,,,,,,,,,,,,,,,,,Monthly,2,17.38754,78.467087
CHL-143,SRI BALAJI MEDICAL,,SBM,,,,,,,,,,,,,,,,Darga,,,,Hyderabad,Telangana,India,,,,,,,,,,,,,,,,,,,Monthly,2,17.38754,78.467087
CHL-144,NANDINI MEDICAL,,NM,,,,,,,,,,,,,,,,Gachibowli,,,,Hyderabad,Telangana,India,,,,,,,,,,,,,,,,,,,Monthly,2,17.4400802,78.3489168
CHL-145,ASWINI MEDICAL ,,AM,,,,,,,,,,,,,,,,Gachibowli,,,,Hyderabad,Telangana,India,,,,,,,,,,,,,,,,,,,Monthly,2,17.4400802,78.3489168
CHL-146,LAXMI SAI MEDICAL,,LSM,,,,,,,,,,,,,,,,Gachibowli,,,,Hyderabad,Telangana,India,,,,,,,,,,,,,,,,,,,Monthly,2,17.4400802,78.3489168
CHL-147,PHARMA CARE MEDICAL,,PCM,,,,,,,,,,,,,,,,Gachibowli,,,,Hyderabad,Telangana,India,,,,,,,,,,,,,,,,,,,Monthly,2,17.4400802,78.3489168
CHL-148,HETRO FARMACY,,HF,,,,,,,,,,,,,,,,Gachibowli,,,,Hyderabad,Telangana,India,,,,,,,,,,,,,,,,,,,Monthly,2,17.4400802,78.3489168
CHL-149,APPOLLO FARMACY,,AF,,,,,,,,,,,,,,,,Gachibowli,,,,Hyderabad,Telangana,India,,,,,,,,,,,,,,,,,,,Monthly,2,17.4400802,78.3489168
CHL-150,MEDPLUSE FARMCY,,MF,,,,,,,,,,,,,,,,Gachibowli,,,,Hyderabad,Telangana,India,,,,,,,,,,,,,,,,,,,Monthly,2,17.4400802,78.3489168
